timestamp_robot,time_elapsed_sec,event_label,current_event_type,bow_direction,current_string,remaining_duration_sec,TCP_pose_x,TCP_pose_y,TCP_pose_z,TCP_pose_rx,TCP_pose_ry,TCP_pose_rz,q_base,q_shoulder,q_elbow,q_wrist1,q_wrist2,q_wrist3,qd_base,qd_shoulder,qd_elbow,qd_wrist1,qd_wrist2,qd_wrist3
3903.034000,1.080000,END g_bow,None,0,,0.000000,0.287211,0.664172,0.088864,-1.815386,-2.027306,0.659830,-2.275421,-0.505236,1.315882,-1.900214,-1.223534,-2.467430,0.080425,0.314168,-0.795578,0.827278,-0.292174,-0.104353
3903.042000,1.088000,END g_bow,None,0,,0.000000,0.287689,0.665514,0.088698,-1.814629,-2.029834,0.664224,-2.274724,-0.502732,1.309479,-1.893499,-1.225947,-2.468312,0.082589,0.315953,-0.806365,0.836811,-0.298792,-0.104705
3903.050000,1.096000,END g_bow,None,0,,0.000000,0.288209,0.666842,0.088511,-1.813964,-2.032210,0.668658,-2.274092,-0.500176,1.303042,-1.886768,-1.228329,-2.469138,0.080911,0.320798,-0.815394,0.848047,-0.303603,-0.107098
3903.058000,1.104000,END g_bow,None,0,,0.000000,0.288710,0.668184,0.088320,-1.813279,-2.034674,0.673289,-2.273429,-0.497600,1.296542,-1.879877,-1.230812,-2.469976,0.082548,0.328132,-0.825919,0.861232,-0.309329,-0.106032
3903.066000,1.112000,END g_bow,None,0,,0.000000,0.289237,0.669552,0.088122,-1.812536,-2.037111,0.677891,-2.272770,-0.494920,1.289853,-1.872911,-1.233248,-2.470837,0.082865,0.332456,-0.837542,0.875709,-0.311398,-0.108168
3903.074000,1.120000,END g_bow,None,0,,0.000000,0.289769,0.670949,0.087916,-1.811784,-2.039701,0.682399,-2.272094,-0.492152,1.282990,-1.865952,-1.235779,-2.471712,0.083827,0.334808,-0.847515,0.883825,-0.314227,-0.110644
3903.082000,1.128000,END g_bow,None,0,,0.000000,0.290259,0.672338,0.087724,-1.810949,-2.042293,0.687217,-2.271380,-0.489444,1.276190,-1.858780,-1.238336,-2.472617,0.087181,0.336544,-0.859933,0.897489,-0.320793,-0.110065
3903.090000,1.136000,END g_bow,None,0,,0.000000,0.290755,0.673745,0.087537,-1.810071,-2.044846,0.692183,-2.270657,-0.486693,1.269275,-1.851430,-1.240881,-2.473531,0.088064,0.343984,-0.869583,0.911007,-0.323025,-0.112083
3903.098000,1.144000,END g_bow,None,0,,0.000000,0.291268,0.675132,0.087346,-1.809263,-2.047477,0.696996,-2.269978,-0.483932,1.262363,-1.844220,-1.243515,-2.474433,0.085360,0.346927,-0.878651,0.916881,-0.325683,-0.113595
3903.106000,1.152000,END g_bow,None,0,,0.000000,0.291814,0.676565,0.087200,-1.808449,-2.050150,0.701856,-2.269295,-0.481128,1.255188,-1.836770,-1.246198,-2.475335,0.085696,0.350849,-0.889795,0.933326,-0.330062,-0.115711
3903.114000,1.160000,END g_bow,None,0,,0.000000,0.292351,0.678000,0.087081,-1.807550,-2.052843,0.706623,-2.268598,-0.478332,1.247980,-1.829338,-1.248834,-2.476273,0.089197,0.357589,-0.900810,0.936565,-0.336027,-0.116464
3903.122000,1.168000,END g_bow,None,0,,0.000000,0.292828,0.679461,0.086992,-1.806575,-2.055628,0.711582,-2.267817,-0.475576,1.240746,-1.821733,-1.251524,-2.477207,0.088565,0.358773,-0.912418,0.950811,-0.336352,-0.115766
3903.130000,1.176000,END g_bow,None,0,,0.000000,0.293347,0.680905,0.086875,-1.805615,-2.058369,0.716517,-2.267098,-0.472739,1.233439,-1.814143,-1.254218,-2.478160,0.090392,0.362110,-0.926349,0.958826,-0.343923,-0.118661
3903.138000,1.184000,END g_bow,None,0,,0.000000,0.293866,0.682363,0.086699,-1.804645,-2.061119,0.721831,-2.266371,-0.469774,1.225994,-1.806293,-1.257017,-2.479119,0.092008,0.368287,-0.936064,0.974828,-0.346998,-0.119517
3903.146000,1.192000,END g_bow,None,0,,0.000000,0.294394,0.683837,0.086556,-1.803629,-2.063914,0.726990,-2.265640,-0.466790,1.218429,-1.798454,-1.259798,-2.480096,0.093259,0.376498,-0.942145,0.985793,-0.352239,-0.120000
3903.154000,1.200000,END g_bow,None,0,,0.000000,0.294897,0.685316,0.086412,-1.802572,-2.066801,0.732221,-2.264881,-0.463789,1.210829,-1.790565,-1.262648,-2.481086,0.094026,0.376740,-0.958147,0.992046,-0.354534,-0.121177
3903.162000,1.208000,END g_bow,None,0,,0.000000,0.295402,0.686805,0.086268,-1.801423,-2.069684,0.737537,-2.264114,-0.460735,1.203117,-1.782551,-1.265481,-2.482123,0.097283,0.376054,-0.968414,1.005906,-0.358956,-0.124034
3903.170000,1.216000,END g_bow,None,0,,0.000000,0.295906,0.688307,0.086085,-1.800325,-2.072521,0.743099,-2.263343,-0.457590,1.195306,-1.774379,-1.268371,-2.483102,0.098294,0.385207,-0.975821,1.023050,-0.363827,-0.127854
3903.178000,1.224000,END g_bow,None,0,,0.000000,0.296412,0.689807,0.085913,-1.799254,-2.075450,0.748747,-2.262580,-0.454443,1.187437,-1.766119,-1.271387,-2.484076,0.095767,0.393810,-0.983500,1.032519,-0.366995,-0.125278
3903.186000,1.232000,END g_bow,None,0,,0.000000,0.296933,0.691308,0.085779,-1.798081,-2.078255,0.754336,-2.261829,-0.451300,1.179506,-1.757801,-1.274255,-2.485086,0.097580,0.395780,-0.997780,1.037136,-0.369387,-0.128470
